movie_title,production_budget_usd,worldwide_budget_usd
The Village,71682975.00,257641634.00
Erin Brockovich,50000000.00,257805243.00
American Hustle,40000000.00,257878294.00
The Full Monty,3500000.00,257938649.00
Super 8,50000000.00,257972745.00
Out of Africa,31000000.00,258210860.00
Knight and Day,117000000.00,258751370.00
Paddington,55000000.00,259541430.00
Charlie's Angels,90000000.00,259736090.00
The Lone Ranger,275000000.00,260002115.00
Robots,80000000.00,260700012.00
Total Recall,65000000.00,261400000.00
Borat,18000000.00,261443242.00
Jumanji,65000000.00,262758310.00
Epic,100000000.00,262794441.00
The Incredible Hulk,137500000.00,263417913.00
Cinderella,2900000.00,263591415.00
Real Steel,110000000.00,263880341.00
Bridget Jones: The Edge Of Reason,50000000.00,263894551.00
The Fifth Element,95000000.00,263900000.00
The Truman Show,60000000.00,264118201.00
Waterworld,175000000.00,264246220.00
Something's Gotta Give,80000000.00,266685242.00
Batman Returns,80000000.00,266824291.00
xXx,70000000.00,267200000.00
We're the Millers,37000000.00,267816276.00
American Gangster,100000000.00,267985456.00
Bambi,858000.00,268000000.00
The Expendables,82000000.00,268268174.00
Exodus: Gods and Kings,140000000.00,268314513.00
The Godfather,7000000.00,268500000.00
"10,000 B.C.",105000000.00,269065678.00
Mr. Peabody & Sherman,145000000.00,269806430.00
The Firm,42000000.00,270340892.00
Neighbors,18000000.00,270944428.00
The Princess and the Frog,105000000.00,270997378.00
Grown Ups,75000000.00,272223430.00
Bad Boys II,130000000.00,273271982.00
Lara Croft: Tomb Raider,94000000.00,273330185.00
Lincoln,65000000.00,273346281.00
The Nutty Professor,55000000.00,273814019.00
Jerry Maguire,50000000.00,274000000.00
Cloudy with a Chance of Meatballs 2,78000000.00,274392649.00
High School Musical 3: Senior Year,11000000.00,274392880.00
Gran Torino,25000000.00,274543085.00
Sen to Chihiro no Kamikakushi,19000000.00,274949886.00
The Silence of the Lambs,20000000.00,275726716.00
Divergent,85000000.00,276014965.00
Scooby-Doo,84000000.00,276294164.00
Beverly Hills Cop II,20000000.00,276665036.00
Split,5000000.00,276841585.00
Scary Movie,19000000.00,277200000.00
Alice Through the Looking Glass,170000000.00,277442381.00
The Tourist,100000000.00,278731369.00
Shakespeare in Love,26000000.00,279500000.00
The Bourne Legacy,125000000.00,280355920.00
Bridget Jones's Diary,25000000.00,281527158.00
Casper,55000000.00,282300000.00
John Carter,275000000.00,282778100.00
Speed,30000000.00,283200000.00
The Wedding Crashers,40000000.00,283218368.00
Lethal Weapon 4,140000000.00,285400000.00
Elysium,120000000.00,286192091.00
The Sound of Music,8200000.00,286214286.00
American Pie 2,30000000.00,286500000.00
Turbo,135000000.00,286896578.00
Pitch Perfect 2,29000000.00,287130801.00
Bee Movie,150000000.00,287594577.00
Oblivion,120000000.00,287916633.00
Fantastic Four: Rise of the Silver Surfer,120000000.00,288215319.00
The Bourne Supremacy,85000000.00,288587450.00
What Lies Beneath,90000000.00,288693989.00
Bridesmaids,32500000.00,289527030.00
The Departed,90000000.00,289660619.00
Salt,130000000.00,290650494.00
The Green Mile,60000000.00,290701374.00
Austin Powers in Goldmember,63000000.00,292738626.00
G-Force,150000000.00,292817841.00
Doctor Dolittle,71500000.00,294156605.00
Sex and the City 2,95000000.00,294680778.00
Ghostbusters,30000000.00,295212467.00
The Divergent Series: Insurgent,110000000.00,295279072.00
Resident Evil: Afterlife,57500000.00,295874190.00
X-Men,75000000.00,296339717.00
Miss Peregrine’s Home for Peculiar Children,110000000.00,296642834.00
Stuart Little,105000000.00,298815224.00
My Best Friend's Wedding,46000000.00,298923419.00
Shutter Island,80000000.00,299461782.00
Horton Hears a Who,85000000.00,299477886.00
Van Helsing,170000000.00,300150546.00
Superman,55000000.00,300200000.00
Rambo: First Blood Part II,44000000.00,300400000.00
Hook,70000000.00,300854823.00
Passengers,110000000.00,302211243.00
G.I. Joe: The Rise of Cobra,175000000.00,302469017.00
Liar Liar,45000000.00,302710615.00
Mulan,90000000.00,303500000.00
A Good Day to Die Hard,92000000.00,304249198.00
Meet the Parents,55000000.00,304599899.00
Battleship,209000000.00,305218228.00
Wrath of the Titans,150000000.00,305270083.00
The Blind Side,35000000.00,305705794.00
Chicago,30000000.00,306771047.00
Rise of the Guardians,145000000.00,306900902.00
The Fault in Our Stars,12000000.00,307166834.00
The Pursuit of Happyness,55000000.00,307325633.00
Resident Evil: The Final Chapter,40000000.00,307353906.00
Ransom,70000000.00,308700000.00
Chicken Little,60000000.00,310043823.00
Runaway Bride,70000000.00,310138178.00
Austin Powers: The Spy Who Shagged Me,35000000.00,310332636.00
Little Fockers,100000000.00,310650574.00
Maze Runner: The Scorch Trials,61000000.00,310697192.00
The Lego Batman Movie,80000000.00,310940997.00
The Conjuring 2: The Enfield Poltergeist,40000000.00,311270008.00
The SpongeBob Movie: Sponge Out of Water,74000000.00,311594032.00
Ocean's Thirteen,85000000.00,311744465.00
The Expendables 2,100000000.00,311979256.00
As Good as it Gets,50000000.00,314111923.00
Prince of Persia: Sands of Time,200000000.00,314594597.00
The Proposal,40000000.00,314709717.00
Air Force One,85000000.00,315268353.00
Disney's A Christmas Carol,190000000.00,315709697.00
Beverly Hills Cop,15000000.00,316300000.00
Inglourious Basterds,70000000.00,316915264.00
A Beautiful Mind,78000000.00,317668058.00
The Conjuring,20000000.00,318000141.00
Journey 2: The Mysterious Island,79000000.00,318146162.00
The Polar Express,170000000.00,319090241.00
Lethal Weapon 3,35000000.00,319700000.00
The Last Airbender,150000000.00,319713881.00
Fatal Attraction,14000000.00,320100000.00
Schindler's List,25000000.00,321365567.00
Megamind,130000000.00,321887208.00
Robin Hood,210000000.00,322241588.00
The Hunchback of Notre Dame,100000000.00,325500000.00
The Devil Wears Prada,35000000.00,326073155.00
Taken 3,48000000.00,327656424.00
Bolt,150000000.00,328015209.00
Se7en,30000000.00,328125643.00
Crocodile Dundee,8800000.00,328203506.00
Now You See Me 2,90000000.00,328675540.00
The Perfect Storm,120000000.00,328711434.00
The Curious Case of Benjamin Button,160000000.00,329809326.00
Fantastic Four,87500000.00,330717080.00
300: Rise of an Empire,110000000.00,330780051.00
Black Swan,13000000.00,331266710.00
National Treasure,100000000.00,331323410.00
22 Jump Street,50000000.00,331333876.00
The Great Wall,150000000.00,331775766.00
Back to the Future Part II,40000000.00,332000000.00
Indiana Jones and the Temple of Doom,28000000.00,333080271.00
Apollo 13,65000000.00,334100000.00
The Good Dinosaur,187500000.00,334342692.00
The Rock,75000000.00,336069511.00
Star Trek Beyond,185000000.00,336398312.00
Batman Forever,100000000.00,336529144.00
Close Encounters of the Third Kind,20000000.00,337700000.00
Tomorrow Never Dies,110000000.00,339504276.00
Enchanted,85000000.00,340384141.00
Wanted,75000000.00,342416460.00
Now You See Me,75000000.00,342769200.00
Over the Hedge,80000000.00,343397247.00
Trolls,125000000.00,344780046.00
xXx: Return of Xander Cage,85000000.00,345114933.00
How the Grinch Stole Christmas,123000000.00,345141403.00
Pocahontas,55000000.00,347100000.00
Rush Hour 2,90000000.00,347425832.00
The Maze Runner,34000000.00,348319861.00
The Smurfs 2,110000000.00,348547523.00
"I, Robot",105000000.00,348629585.00
Alvin and the Chipmunks: Chipwrecked,80000000.00,349088523.00
The Legend of Tarzan,180000000.00,349143061.00
Deep Impact,80000000.00,349464664.00
Hannibal,87000000.00,350100280.00
Doctor Seuss' The Lorax,67500000.00,350976753.00
The Great Gatsby,190000000.00,351040419.00
Who Framed Roger Rabbit?,70000000.00,351500000.00
The Mask,18000000.00,351620129.00
The Karate Kid,40000000.00,351774938.00
The Angry Birds Movie,73000000.00,352829528.00
Noah,130000000.00,352831065.00
The Fugitive,44000000.00,353715317.00
X-Men: First Class,160000000.00,355408305.00
Catch Me if You Can,52000000.00,355612291.00
Dinosaur,127500000.00,356148063.00
American Beauty,15000000.00,356258047.00
Goldeneye,60000000.00,356429941.00
Night at the Museum: Secret of the Tomb,127000000.00,356546621.00
Top Gun,15000000.00,356800601.00
The Flintstones,45000000.00,358500000.00
Minority Report,102000000.00,358824714.00
Home Alone 2: Lost in New York,20000000.00,358994850.00
Batman Begins,150000000.00,359142722.00
There's Something About Mary,22000000.00,360099999.00
The World is Not Enough,135000000.00,361730660.00
The Hangover 3,103000000.00,362000072.00
Planet of the Apes,100000000.00,362211740.00
Alvin and the Chipmunks,55000000.00,362605033.00
Ocean's Twelve,110000000.00,362989076.00
Fast & Furious,85000000.00,363064265.00
A Bug's Life,45000000.00,363095319.00
Notting Hill,42000000.00,363728226.00
Toy Story,30000000.00,364545516.00
True Lies,100000000.00,365300000.00
Terminator Salvation,200000000.00,365491792.00
Jurassic Park III,93000000.00,365900000.00
Die Hard: With a Vengeance,90000000.00,366101666.00
Hitch,55000000.00,366784257.00
The Golden Compass,205000000.00,367262558.00
Penguins of Madagascar,132000000.00,367650911.00
Gone Girl,61000000.00,368567189.00
Edge of Tomorrow,178000000.00,370541256.00
Captain America: The First Avenger,140000000.00,370569776.00
Mad Max: Fury Road,150000000.00,370742166.00
Shark Tale,75000000.00,371917043.00
The Adventures of Tintin,130000000.00,373993951.00
Superman Returns,232000000.00,374085065.00
What Women Want,65000000.00,374105123.00
X-Men Origins: Wolverine,150000000.00,374825760.00
My Big Fat Greek Wedding,5000000.00,374890034.00
G.I. Joe: Retaliation,140000000.00,375740705.00
Godzilla,125000000.00,376000000.00
Fifty Shades Darker,55000000.00,376856949.00
Taken 2,45000000.00,377807404.00
Hotel Transylvania,85000000.00,378505812.00
Monsters vs. Aliens,175000000.00,381687380.00
Live Free or Die Hard,110000000.00,382288147.00
Slumdog Millionaire,14000000.00,384519665.00
Happy Feet,85000000.00,385000317.00
Back to the Future,19000000.00,385524862.00
Star Trek,140000000.00,385680446.00
Home,130000000.00,386069390.00
Zhuo yao ji,56000000.00,386096060.00
Ice Age,65000000.00,386116343.00
Grease,6000000.00,387513770.00
Independence Day: Resurgence,165000000.00,387644286.00
Raiders of the Lost Ark,20000000.00,389925971.00
Robin Hood: Prince of Thieves,50000000.00,390500000.00
Gone with the Wind,3900000.00,390525192.00
The Wolf of Wall Street,100000000.00,391976723.00
Mission: Impossible III,150000000.00,397501348.00
The Mummy,195000000.00,397644453.00
Tron: Legacy,200000000.00,400062763.00
The Exorcist,12000000.00,400214478.00
Snow White and the Huntsman,170000000.00,401021746.00
Night at the Museum: Battle of the Smithsonian,150000000.00,402231063.00
Twilight,37000000.00,402280159.00
Prometheus,125000000.00,402448265.00
Ice Age: Collision Course,105000000.00,403841637.00
Kingsman: The Secret Service,94000000.00,404561724.00
The Mummy: Tomb of the Dragon Emperor,175000000.00,405760225.00
X2,125000000.00,407711549.00
Signs,70702619.00,408269295.00
The Bodyguard,25000000.00,410900000.00
Pacific Rim,190000000.00,411002906.00
Batman,35000000.00,411348924.00
Rain Man,25000000.00,412800000.00
Sex and the City,57500000.00,415247258.00
Jason Bourne,120000000.00,416197059.00
The Mummy,80000000.00,416385488.00
The Wolverine,115000000.00,416456852.00
The Chronicles of Narnia: Prince Caspian,225000000.00,417341288.00
The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000.00,418186950.00
Dances with Wolves,19000000.00,424200000.00
Cast Away,85000000.00,427230516.00
The Matrix Revolutions,150000000.00,427300260.00
The King’s Speech,15000000.00,430821168.00
Die Another Day,142000000.00,431942139.00
Pretty Woman,14000000.00,432645872.00
Terminator 3: Rise of the Machines,170000000.00,433058296.00
Warcraft,160000000.00,433125655.00
La La Land,20000000.00,433574208.00
The Mummy Returns,98000000.00,435040395.00
Terminator: Genisys,155000000.00,440160956.00
Mrs. Doubtfire,25000000.00,441286003.00
Men in Black 2,140000000.00,441767803.00
The Bourne Ultimatum,130000000.00,442161562.00
Les Miserables,65000000.00,442169052.00
Alvin and the Chipmunks: The Squeakquel,70000000.00,443483213.00
Tarzan,145000000.00,448191819.00
Pearl Harbor,151500000.00,449239855.00
Thor,150000000.00,449326618.00
Django Unchained,100000000.00,449948323.00
Ocean's Eleven,85000000.00,450728529.00
Beauty and the Beast,20000000.00,451329842.00
300,60000000.00,454161935.00
The Last Samurai,140000000.00,456810575.00
Lucy,40000000.00,457507776.00
Gladiator,103000000.00,457683805.00
Mission: Impossible,80000000.00,457697994.00
The Lego Movie,60000000.00,457729388.00
X-Men: The Last Stand,210000000.00,459359555.00
Cars,70000000.00,461651246.00
The Matrix,65000000.00,463517383.00
The Hangover,35000000.00,465764086.00
Star Trek Into Darkness,190000000.00,467381584.00
San Andreas,110000000.00,469590832.00
Jaws,12000000.00,470700000.00
Hotel Transylvania 2,80000000.00,470751398.00
Indiana Jones and the Last Crusade,48000000.00,474171806.00
Charlie and the Chocolate Factory,150000000.00,475825484.00
Home Alone,15000000.00,476684675.00
Rise of the Planet of the Apes,93000000.00,482860185.00
Troy,150000000.00,484161265.00
Bruce Almighty,81000000.00,484468608.00
Les Intouchables,10800000.00,484873045.00
Teenage Mutant Ninja Turtles,125000000.00,485004754.00
Saving Private Ryan,65000000.00,485035085.00
Mr. and Mrs. Smith,110000000.00,486124090.00
Rio,90000000.00,487519809.00
Oz the Great and Powerful,200000000.00,490359051.00
Angels & Demons,150000000.00,490875846.00
Shrek,50000000.00,491812794.00
The Boss Baby,125000000.00,492557218.00
Clash of the Titans,125000000.00,493214888.00
Rio 2,130000000.00,493738435.00
How to Train Your Dragon,165000000.00,494870991.00
Twister,88000000.00,495700000.00
Wreck-It Ralph,165000000.00,496511521.00
Sherlock Holmes,90000000.00,498438212.00
Aladdin,28000000.00,504050219.00
Toy Story 2,90000000.00,511358276.00
Terminator 2: Judgment Day,100000000.00,513815401.00
Meet the Fockers,60000000.00,516567575.00
Ghost,22000000.00,517600000.00
Ant-Man,130000000.00,518602163.00
Kung Fu Panda 3,140000000.00,518614384.00
The Simpsons Movie,72500000.00,527071022.00
Godzilla,160000000.00,529076069.00
World War Z,190000000.00,531514650.00
WALL-E,180000000.00,532590994.00
The Revenant,135000000.00,532950503.00
Star Wars Ep. V: The Empire Strikes Back,23000000.00,534171960.00
Cinderella,95000000.00,534551353.00
Sherlock Holmes: A Game of Shadows,125000000.00,535663443.00
X-Men: Apocalypse,178000000.00,542742489.00
Despicable Me,69000000.00,543495033.00
American Sniper,58000000.00,547326372.00
Mission: Impossible 2,120000000.00,549588516.00
King Kong,207000000.00,550517357.00
Mei Ren Yu,60720000.00,552198479.00
Armageddon,140000000.00,554600000.00
Brave,185000000.00,554606532.00
Puss in Boots,130000000.00,554987477.00
Ted,50000000.00,556016627.00
The Day After Tomorrow,125000000.00,556319450.00
Madagascar,75000000.00,556559566.00
"Monsters, Inc.",115000000.00,559757719.00
Cars 2,200000000.00,560155383.00
Kong: Skull Island,185000000.00,561137727.00
The Smurfs,110000000.00,563749323.00
Transformers: The Last Knight,217000000.00,568923844.00
Fifty Shades of Grey,40000000.00,570998101.00
Star Wars Ep. VI: Return of the Jedi,32500000.00,572705079.00
The Croods,135000000.00,573068425.00
Night at the Museum,110000000.00,579446407.00
Iron Man,186000000.00,584604126.00
I am Legend,150000000.00,585532684.00
The Hangover Part II,80000000.00,586464305.00
Tangled,260000000.00,586581936.00
Men in Black,90000000.00,587790539.00
Quantum of Solace,230000000.00,591692078.00
Casino Royale,102000000.00,594420283.00
Madagascar: Escape 2 Africa,150000000.00,599516844.00
War of the Worlds,132000000.00,606836535.00
Life of Pi,120000000.00,607987022.00
The Incredibles,92000000.00,614726752.00
Logan,127000000.00,615577068.00
Mamma Mia!,52000000.00,615748877.00
How to Train Your Dragon 2,145000000.00,616102924.00
The Lost World: Jurassic Park,75000000.00,618638999.00
The Passion of the Christ,25000000.00,622341924.00
Iron Man 2,170000000.00,623561331.00
Hancock,150000000.00,624234272.00
Ratatouille,150000000.00,626549695.00
Sing,75000000.00,627886287.00
Fast Five,125000000.00,629969804.00
Kung Fu Panda,130000000.00,631910531.00
Pirates of the Caribbean: The Curse of the Black Pearl,125000000.00,634954103.00
Spider-Man: Homecoming,175000000.00,638087983.00
Moana,150000000.00,639537208.00
Thor: The Dark World,150000000.00,644602516.00
The Hunger Games: Mockingjay - Part 2,160000000.00,650523427.00
Ice Age: The Meltdown,75000000.00,651899282.00
Big Hero 6,165000000.00,652127828.00
Men in Black 3,215000000.00,654213485.00
Star Wars Ep. II: Attack of the Clones,115000000.00,656695615.00
The Martian,108000000.00,663851905.00
Kung Fu Panda 2,150000000.00,664837547.00
Man of Steel,225000000.00,667999518.00
Interstellar,165000000.00,668913307.00
The Sixth Sense,40000000.00,672806292.00
Doctor Strange,165000000.00,677541920.00
The Hunger Games,80000000.00,677923379.00
Forrest Gump,55000000.00,679850637.00
The Twilight Saga: New Moon,50000000.00,687557727.00
"The Twilight Saga: Breaking Dawn, Part 1",127500000.00,689420051.00
Mission: Impossible—Ghost Protocol,145000000.00,694713230.00
